Name,Id,Bar,Total,Date,Time
Giovanna,14151,Corrado Italian Bistro,27.16,4/6/2017,2:35:13
Katharine,14258,The Boom Boom Room,44.69,4/6/2017,0:29:56
Bill,15316,The Winking Skeever,35.91,4/6/2017,21:55:09
Ella,17724,Windpeak Inn,17.13,4/6/2017,0:04:13
Julius,18385,The Oblivion Bar,43.44,4/6/2017,18:57:57
Loyd,18555,The Feathers,18.57,4/6/2017,1:10:17
Colleen,18609,Vardi's,30.6,4/6/2017,0:42:54
Jazmyn,18705,Mad Dog Saloon,8.36,4/6/2017,10:05:32
Alison,19071,Paddy's Pub,17.75,4/6/2017,0:05:51
Melany,20711,The Pig and Whistle,30.53,4/6/2017,18:50:15
Penelope,21890,Lucky Lockup,5.16,4/6/2017,0:41:50
Owen,22016,Braidwood Inn,10.72,4/6/2017,18:14:47
Unknown,23244,Elfsong Tavern,6.87,4/6/2017,2:56:48
Gabriela,23674,The Bronze,44.64,4/6/2017,0:10:16
Gene,24129,Dead Man's Drink,18.35,4/6/2017,9:18:40
Addie,24151,Salieri's Bar,6.53,4/6/2017,0:39:56
Maria,25379,The Pilgrim's Rest,41.26,4/6/2017,14:28:27
Author,26086,The Armada Room,9.3,4/6/2017,0:07:06
Lea,26349,Low Point,11.9,4/6/2017,2:07:19
Annette,27047,The Brick,17.41,4/6/2017,1:35:02
Thalia,27083,The Count's Arms,24.65,4/6/2017,0:19:10
Aloysius,28608,The Armada Room,13.02,4/6/2017,2:28:46
Omer,28871,Cafe Rene,9.91,4/6/2017,16:37:02
Philo,29086,The Last Chance Saloon,38.99,4/6/2017,0:35:00
Christian,29398,Friendsy's,19.01,4/6/2017,12:21:43
Babe,29830,The Queen Victoria,10.26,4/6/2017,10:42:14
Yesenia,30484,The Peach Pit,33.34,4/6/2017,20:08:19
Lewis,30925,The Drunken Huntsman,28.21,4/6/2017,8:43:34
Valerie,31608,Frostfruit Inn,15.16,4/6/2017,0:18:14
Katie,34724,Maxwell's Nightclub,14.93,4/6/2017,23:32:06
Obie,35241,The Buck's Head Inn,12.24,4/6/2017,12:46:40
Lea,36350,"The Hand & Racquet, East Cheam",25.61,4/6/2017,0:08:10
Eli,37388,Fangtasia,30.57,4/6/2017,3:04:52
Maria,37965,Eden Hall,19.09,4/6/2017,19:30:00
Aaliyah,39142,Low Point,28.69,4/6/2017,18:48:12
Camryn,40379,The Cap & Bell,30.54,4/6/2017,0:39:41
Ann,41218,Central Perk,20.98,4/6/2017,21:32:51
Benjiman,42408,The Ivy Bush,9.24,4/6/2017,13:32:31
Cara,43319,Salieri's Bar,30.57,4/6/2017,23:47:38
Osborne,44315,Braidwood Inn,14.8,4/6/2017,17:07:21
Esequiel,44630,The Buck's Head Inn,12.93,4/6/2017,2:25:36
Tommy,741,Windpeak Inn,39.85,4/7/2017,0:25:48
Clemente,896,Table Salt,47.18,4/7/2017,19:11:51
Jesse,2332,The Bronze,40.62,4/7/2017,13:03:07
Harve,3286,Wurstbraterei,32.61,4/7/2017,0:10:42
Lem,3585,The Plumbers Arms,13.44,4/7/2017,17:02:25
Yasmin,3635,Dexter Lake Club,19.45,4/7/2017,21:07:22
Augustus,6477,The Moonrakers,34.9,4/7/2017,0:26:36
Gabe,8375,The Lamb & Flag,18.6,4/7/2017,2:53:12
Minnie,8531,The Tropicana,7.49,4/7/2017,14:41:36
Arthur,8734,Boobies,11.37,4/7/2017,1:52:34
Danna,8849,Fangtasia,14.84,4/7/2017,17:49:37
Kaley,9608,Salieri's Bar,27.23,4/7/2017,0:00:38
Colonel,10140,The Crazy Cock,22.21,4/7/2017,18:04:35
Abigayle,12566,Gus's Galaxy Grill,11.48,4/7/2017,4:17:56
Azaria,15095,Louie's,40.71,4/7/2017,0:05:16
Antone,15358,The Ballroom,28.29,4/7/2017,0:19:12
Renee,15646,The Yellow Flag,29.78,4/7/2017,2:23:25
Sid,16170,Deville,31.28,4/7/2017,21:32:35
Karsyn,16209,The Oak and Crosier,18.45,4/7/2017,1:52:00
Jules,16401,Wandin Valley RSL,14.03,4/7/2017,16:35:29
Hallie,16647,Salty Sailor Tavern,45.1,4/7/2017,23:23:13
Adrienne,17247,The Pilgrim's Rest,37.63,4/7/2017,22:02:39
Verner,17824,Palace Saloon,37.86,4/7/2017,0:42:49
Fredric,18564,Dead Man's Drink,7.48,4/7/2017,0:19:39
Gorge,18827,Levy's,10.93,4/7/2017,20:21:07
Mia,19665,The Globe and Anchor,7.81,4/7/2017,11:32:31
Margaret,20558,The Pie Hole,6.91,4/7/2017,21:49:17
Norman,20964,Bunnys,10.34,4/7/2017,1:39:28
Taryn,21380,Eden Hall,17.05,4/7/2017,20:00:08
Amos,21387,Kavanagh's Irish Pub,37.37,4/7/2017,0:16:31
Celeste,21510,The Plot and Plaster,49.42,4/7/2017,0:08:00
Alvia,21767,Maxwell's Nightclub,5.47,4/7/2017,14:10:38
Lana,22666,Maxwell's Nightclub,42.4,4/7/2017,0:48:54
Anne,23613,Maccadam's Old Oil House,18.29,4/7/2017,14:44:44
Sadie,24274,The Rusty Anchor,38.51,4/7/2017,20:11:49
Eve,24771,Palace Saloon,33.15,4/7/2017,19:59:14
Ramon,26924,Candlehearth Hall,11.46,4/7/2017,22:24:15
Elle,27659,The Armada Room,26.51,4/7/2017,17:29:53
Averi,29288,Copacabana,26.36,4/7/2017,0:19:51
Fiona,29802,The Rusty Anchor,6.67,4/7/2017,14:43:11
Williams,32681,Kennedy's,31.34,4/7/2017,10:57:45
Amy,33315,Mancini's Family Restaurant,31.9,4/7/2017,3:47:00
Alina,33895,Low Point,10.27,4/7/2017,16:58:37
Madyson,35631,Snakehole Lounge,45.06,4/7/2017,21:40:39
Amiah,35819,Silver,26.08,4/7/2017,15:17:55
Enoch,36652,The Eolian,27.54,4/7/2017,23:48:19
Ambrose,36665,Low Point,27.32,4/7/2017,12:16:54
Newell,37393,Salieri's Bar,10.82,4/7/2017,0:15:36
Cecil,38641,Bunnys,8.58,4/7/2017,12:46:00
Siena,40280,The Brick,36.21,4/7/2017,16:58:42
Azul,40957,Cohan's,32.61,4/7/2017,13:53:33
Golden,41581,Copa,6.34,4/7/2017,2:36:47
Adrianna,41595,Corrado Italian Bistro,44.1,4/7/2017,11:58:53
David,41814,Gus's Galaxy Grill,10.27,4/7/2017,19:11:18
Garrett,41815,Free the Paedos,27.24,4/7/2017,18:28:29
Harvie,41956,Playaz Club,16.2,4/7/2017,0:23:16
Miles,43050,Trees Lounge,18.62,4/7/2017,12:56:43
Verne,43454,Rowlf's Tavern,18.72,4/7/2017,17:19:01
Raegan,43801,Charlie's,35.49,4/7/2017,0:12:26
Minor,43967,Snakehole Lounge,31.56,4/7/2017,21:30:11
Selah,44832,The Woolpack,33.25,4/7/2017,14:38:48
Granville,44972,The Eolian,30.19,4/7/2017,16:28:40
Mal,189,Kelcy's,12.77,4/8/2017,1:36:06
Florence,321,Dino's Bar and Grill,32.12,4/8/2017,21:16:23
Molly,835,Louie's,33.98,4/8/2017,0:09:25
Cicero,845,Lucky Lockup,43.45,4/8/2017,0:18:30
Mikaela,1115,The Pie Hole,25.13,4/8/2017,17:06:28
Shaniya,2535,Roulette,17.37,4/8/2017,15:55:12
Garrett,3313,Low Point,10.05,4/8/2017,10:04:59
Soloman,4665,The Leaky Cauldron,32.51,4/8/2017,3:03:28
Adison,4776,The Pie Hole,13.34,4/8/2017,2:01:30
Simone,8101,Central Perk,16.4,4/8/2017,1:48:24
Wright,8832,Rosie's Bar,34.94,4/8/2017,17:47:18
Felix,9797,Palace Saloon,28.16,4/8/2017,14:58:27
Lawerence,10523,The Broken Stool,21.73,4/8/2017,18:18:52
Jaylah,10580,The Queen Victoria,35.63,4/8/2017,0:06:00
Jade,11220,The Silent Woman,26.22,4/8/2017,1:26:38
Denton,11420,Callahan's Place,37.71,4/8/2017,14:51:42
Bishop,11886,Boobies,30.32,4/8/2017,2:28:26
Jarrett,11971,The Thorax Bar,48.96,4/8/2017,15:03:16
Carol,12994,Mama Chow's Fine Dining,32.53,4/8/2017,1:05:00
Adolphus,13141,Kelcy's,35.57,4/8/2017,16:54:37
Augustine,14081,Y Deri Arms,5.74,4/8/2017,13:29:07
Dominick,15044,The Bannered Mare,4.89,4/8/2017,0:13:56
Rihanna,15122,The Tropicana,3.81,4/8/2017,23:33:19
Yuridia,15586,The Broken Drum/The Mended Drum,10.31,4/8/2017,17:53:52
Sonia,15957,The Rose & Thorn,20.19,4/8/2017,0:50:55
Washington,17417,The Aidensfield Arms,8.85,4/8/2017,14:07:20
Calvin,17741,The Bannered Mare,15.47,4/8/2017,11:54:26
Averi,17861,The Elephant,11.46,4/8/2017,23:20:29
Katherine,18059,The Drunken Clam,36.74,4/8/2017,1:34:43
Catherine,18132,Rovers Return Inn,26.23,4/8/2017,19:19:36
Kassandra,18772,The Bada Bing,30.68,4/8/2017,2:55:59
Dan,19225,The Place,31.34,4/8/2017,0:50:07
Micaela,20257,Dexter Lake Club,38.59,4/8/2017,18:18:35
Dahlia,20816,The Earl Of Osbourne,39.49,4/8/2017,0:36:06
Ruffus,21743,Dino's Bar and Grill,17.34,4/8/2017,18:42:00
Alvis,21791,The Leaky Cauldron,30.22,4/8/2017,21:24:11
Vernon,22208,The Plot and Plaster,29.6,4/8/2017,0:03:40
Bertha,22842,The Moon Under Water,15.6,4/8/2017,0:14:36
Isom,23221,Cafe Rene,15.6,4/8/2017,23:06:08
Alden,23642,The Kebab & Calculator,19.56,4/8/2017,9:36:38
Cyril,25123,Dead Man's Drink,35.13,4/8/2017,1:01:21
Johnson,26561,Cockatoo Inn,12.27,4/8/2017,0:13:12
Tim,28893,Mama Chow's Fine Dining,10.25,4/8/2017,10:00:12
Charley,29415,Frostfruit Inn,8.65,4/8/2017,21:26:53
Tyler,30029,Elfsong Tavern,14.52,4/8/2017,3:59:27
Allie,31039,The Pilgrim's Rest,33.47,4/8/2017,17:44:00
Mark,31287,SaxonwoldShebeen,16.58,4/8/2017,22:30:18
Laci,32500,Dal Riata,17.41,4/8/2017,18:06:57
Jessee,32682,"The Hand & Racquet, East Cheam",24.19,4/8/2017,17:27:12
Laila,32700,The Last Resort,15.05,4/8/2017,19:14:06
Alondra,32711,The Cat & Fiddle,37.96,4/8/2017,0:52:37
Evans,33728,Grilby's,9.58,4/8/2017,23:02:58
Areli,34228,Milliway's,38.22,4/8/2017,1:46:20
Merton,34601,The Kebab & Calculator,23.29,4/8/2017,0:27:30
Walter,34619,The Butchers Arms,23.37,4/8/2017,21:34:52
Creed,35330,The Globe and Anchor,21.71,4/8/2017,12:53:18
Anastasia,35434,Callahan's Place,38.42,4/8/2017,3:18:36
Felicity,35832,The Eolian,10.58,4/8/2017,23:06:05
Shelby,37207,The Winking Skeever,27.35,4/8/2017,0:11:37
Kaia,37472,Wurstbraterei,33.61,4/8/2017,14:29:11
Mayra,37617,The Old Haunt,41.69,4/8/2017,1:44:55
Mont,37674,The Ballroom,4.14,4/8/2017,0:24:10
Chesley,38135,O'Malley's,29.89,4/8/2017,18:24:55
Ralph,38290,The Silent Woman,4.35,4/8/2017,0:50:45
Meghan,38406,The Kit Kat Klub,4.61,4/8/2017,0:41:44
Dania,38551,Sandbox,14.04,4/8/2017,23:23:20
Tatianna,38658,The Aidensfield Arms,19.5,4/8/2017,0:59:45
Deborah,40455,Cohan's,25.48,4/8/2017,2:27:01
Araceli,40900,The Ballroom,36.53,4/8/2017,0:16:13
Alonzo,41422,Frostfruit Inn,41.82,4/8/2017,10:18:08
Allyson,42314,The Earl Of Osbourne,25.07,4/8/2017,1:04:29
Halsey,42710,Colonial Taphouse,30.89,4/8/2017,0:27:54
Anderson,43273,Dead Man's Drink,29.49,4/8/2017,17:56:27
Reed,43798,Joe's,40.61,4/8/2017,1:19:20
Janice,43977,Underworld Tavern,37.31,4/8/2017,3:27:31
Maude,1497,St. Elmo's Bar,43.52,4/9/2017,2:54:11
Halle,1881,The Cat & Fiddle,25.85,4/9/2017,19:33:24
Alaina,3167,The Rose & Thorn,17.42,4/9/2017,17:25:58
Nicole,3206,The Lion and Unicorn,14.1,4/9/2017,1:12:53
Dylan,5031,Korova Milk Bar,21.94,4/9/2017,21:09:07
Shyanne,5594,Dugout Inn,17.78,4/9/2017,17:05:24
Kaiya,5779,Central Perk,14.05,4/9/2017,3:55:51
Frank,5923,Dino's Bar and Grill,22.03,4/9/2017,16:05:05
Louis,7480,Copacabana,41.11,4/9/2017,3:18:50
Campbell,9663,Lucky Lockup,12.22,4/9/2017,11:09:22
Yadira,9683,The Kit Kat Klub,17.35,4/9/2017,23:00:29
Graham,10080,The Ivy Bush,28.06,4/9/2017,0:59:16
Jared,11872,The Malt Shovel,25.71,4/9/2017,13:56:36
Omer,13853,The Last Resort,4.34,4/9/2017,0:04:58
Tatianna,15914,Jack Rabbit Slim's,8.67,4/9/2017,3:01:25
Giselle,17086,The Butchers Arms,6.42,4/9/2017,18:46:44
John,18299,Broken Keel Tavern,11.54,4/9/2017,4:59:20
Ben,19589,The Leaky Cauldron,23.41,4/9/2017,4:15:54
Clara,20905,The Bloated Float Inn,17.76,4/9/2017,22:10:55
Cas,24320,Border Watch Inn,16.56,4/9/2017,19:49:34
Saul,24412,The Armada Room,10.54,4/9/2017,22:26:09
Kassandra,25320,Essence,33.4,4/9/2017,20:54:02
Denton,25562,Broome's,4.97,4/9/2017,23:13:46
Belinda,25626,Paddy's Pub,3.66,4/9/2017,15:00:43
Joe,28051,The Admiral Benbow Inn,41.51,4/9/2017,19:24:02
Kristina,28668,Trees Lounge,7.35,4/9/2017,15:41:52
Taliyah,29030,Bunnys,34.79,4/9/2017,12:27:08
Clark,29544,The Crazy Cock,6.99,4/9/2017,20:34:01
Deborah,29801,Broken Keel Tavern,26.33,4/9/2017,21:36:32
Adyson,30163,Torchy's,9.31,4/9/2017,0:00:35
Jaylah,32891,Rick's Café Américain,18.27,4/9/2017,22:08:41
Delaney,33123,Samoan Joe's,37.24,4/9/2017,23:41:13
Jamya,33196,The Railway Arms,45.23,4/9/2017,15:36:57
Alois,33826,Cockatoo Inn,16.31,4/9/2017,0:01:23
Bradley,34707,The Winchester Tavern,34.82,4/9/2017,3:04:13
Bertrand,35085,The Drunken Clam,41.05,4/9/2017,23:55:02
Alcide,37590,The Bannered Mare,8.03,4/9/2017,18:56:03
Wilford,38679,The Feathers,28.87,4/9/2017,2:07:22
Julianna,38714,Salieri's Bar,40.05,4/9/2017,0:28:15
Elwood,40613,Cocktails and Dreams,30.78,4/9/2017,0:02:30
Cass,40627,Joe's,37.61,4/9/2017,0:05:13
Bradford,40836,The Peach Pit,34.83,4/9/2017,0:33:28
Arely,41359,Maccadam's Old Oil House,41.16,4/9/2017,2:03:01
Reece,41554,Lucky Lockup,29.26,4/9/2017,3:15:46
Rose,42989,LUX,10.2,4/9/2017,20:43:29
Layla,43320,The Mucky Duck,17.21,4/9/2017,19:40:06
Orlo,43506,The Elephant,42.41,4/9/2017,0:57:44
Ellis,43672,The Armada Room,20.52,4/9/2017,1:47:40
Dana,44978,Y Deri Arms,29.06,4/9/2017,0:21:24
Paris,2931,Tabard,28.63,4/10/2017,9:10:21
Leander,3101,The Elephant,27.59,4/10/2017,11:45:54
Elbert,3972,The Railway Arms,13.12,4/10/2017,1:50:12
Miguel,4598,Gallow's End Tavern,18.79,4/10/2017,3:51:12
Gabriel,5198,The Drunken Clam,5.14,4/10/2017,1:28:39
Anson,6159,Broome's,3.85,4/10/2017,20:32:50
Lilah,6985,The Queen Victoria,8.21,4/10/2017,11:59:11
Wilber,7020,World's End Tavern,34.82,4/10/2017,0:50:12
Al,7104,The Old Haunt,9.55,4/10/2017,14:58:00
Granville,7565,Wonder Bar,31.9,4/10/2017,10:40:29
Larissa,7676,Eden Hall,4.63,4/10/2017,18:22:43
Kianna,7722,The Bannered Mare,13.1,4/10/2017,0:42:35
Ambrose,7909,Silver,24.05,4/10/2017,0:11:44
Mara,10379,The Queen Victoria,26.35,4/10/2017,0:13:09
Haylie,11950,Talon Bar,10.81,4/10/2017,12:39:10
Mannie,11997,Elfsong Tavern,19.41,4/10/2017,1:37:16
Ariella,12676,The Duke Of Burgundy,19.34,4/10/2017,10:50:47
Scott,12896,The Broken Drum/The Mended Drum,35.92,4/10/2017,23:32:51
Hallie,13182,Brady Pub,36.75,4/10/2017,14:29:07
Isis,14059,Playaz Club,32.66,4/10/2017,10:48:57
Grant,15418,Snakehole Lounge,26.02,4/10/2017,0:02:32
Elder,15594,The Frozen Hearth,48.07,4/10/2017,20:14:23
Godfrey,15674,Kelcy's,33.05,4/10/2017,18:05:19
Hyman,15729,Cooper's,15.22,4/10/2017,0:01:00
Rolland,15995,Wurstbraterei,5.52,4/10/2017,10:39:01
Megan,16059,Cohan's,23.2,4/10/2017,21:52:23
Mahlon,16319,Free the Paedos,28.06,4/10/2017,0:57:19
Julianne,16603,P3,31.72,4/10/2017,23:21:31
Clair,17033,Rick's Café Américain,18.24,4/10/2017,0:48:42
Ernest,17488,Deville,23.08,4/10/2017,23:08:43
Freddie,17887,Cafe Rene,29.74,4/10/2017,2:52:46
Mont,18741,Salieri's Bar,35.8,4/10/2017,0:53:27
Amiah,20351,Trees Lounge,26.34,4/10/2017,9:42:40
Keira,21314,The Hand of Glory,22.25,4/10/2017,22:03:35
Marisol,23858,Friendsy's,24.25,4/10/2017,1:54:59
Davie,23942,Cockatoo Inn,22.85,4/10/2017,0:30:17
Alvah,23980,The Lamb & Flag,3.84,4/10/2017,4:45:42
Zaniyah,24299,The Old Pink Dog,19.97,4/10/2017,0:00:33
Sabrina,26359,The Elephant,31.01,4/10/2017,4:26:48
Mattie,26789,﻿Ace of Clubs,26.18,4/10/2017,1:10:32
Aryanna,27868,The Place,27.69,4/10/2017,10:18:12
Thurman,28749,Tavern of Time,42.73,4/10/2017,21:01:56
Nicholas,29444,Talon Bar,40.03,4/10/2017,0:09:26
Emely,29798,Table Salt,46.78,4/10/2017,2:02:23
Lynn,30731,Free the Paedos,35.99,4/10/2017,0:05:14
Valentina,31505,Kelcy's,34.63,4/10/2017,1:22:34
Sumner,31757,Rick's Café Américain,7.44,4/10/2017,1:18:41
Antone,32378,The Snug,22.15,4/10/2017,15:35:25
Clyde,32986,Corrado Italian Bistro,39.99,4/10/2017,0:57:23
Auther,35182,The Bloated Float Inn,35.92,4/10/2017,3:11:39
Anika,35393,Candlehearth Hall,41.63,4/10/2017,21:41:18
Ward,35468,Candlehearth Hall,33.38,4/10/2017,1:19:34
Kailey,36061,Levy's,45.28,4/10/2017,0:31:30
Myron,37002,Lucky Lockup,17.64,4/10/2017,3:56:09
Joeseph,37253,Kelcy's,8.45,4/10/2017,20:11:13
Quinn,39173,Corrado Italian Bistro,33.37,4/10/2017,3:06:44
Carson,39754,Elfsong Tavern,37.2,4/10/2017,16:28:17
Aniyah,40024,O'Malley's Bar,40.64,4/10/2017,17:06:21
Heidi,40170,The Broken Drum/The Mended Drum,42.01,4/10/2017,3:06:38
Maya,40696,SaxonwoldShebeen,37.36,4/10/2017,17:18:00
Ennis,41842,The Hanged Man,6.22,4/10/2017,0:51:31
Augustus,42591,The Broken Drum/The Mended Drum,11.06,4/10/2017,3:50:51
Evertt,42751,Mama Chow's Fine Dining,16.61,4/10/2017,12:23:55
Cassandra,42826,Gus's Galaxy Grill,35.79,4/10/2017,15:23:33
Gabrielle,43604,The Broken Drum/The Mended Drum,3.81,4/10/2017,14:40:26
Noelle,43631,Torchy's,36.61,4/10/2017,14:03:54
Denver,44306,Bodarks Bus Stop Restaurant,11.96,4/10/2017,13:17:33
Vernie,945,The Plumbers Arms,10.49,4/11/2017,20:56:06
Deanna,1054,Noah's Bar,34.41,4/11/2017,2:12:49
Gretchen,1252,John McRory's Place,3.74,4/11/2017,12:41:58
Alto,1444,Talon Bar,25.03,4/11/2017,21:20:30
Cloyd,2400,Jack Rabbit Slim's,8.21,4/11/2017,23:07:15
Emile,2641,The Crazy Cock,6.79,4/11/2017,1:00:54
Clyde,2919,"The Hand & Racquet, East Cheam",24.95,4/11/2017,0:49:18
Madalyn,4767,The Brass Lantern,31.27,4/11/2017,1:53:58
Christopher,4918,Table Salt,16.45,4/11/2017,1:44:05
Robert,5266,Windpeak Inn,36.47,4/11/2017,18:37:11
Diana,5979,Gus's Galaxy Grill,11.61,4/11/2017,13:28:50
Horatio,8821,The Bull,41.1,4/11/2017,23:50:11
Kathryn,9306,Lucky Lockup,36.37,4/11/2017,1:43:55
Claud,9373,The Kit Kat Klub,41.87,4/11/2017,16:59:17
Jack,10582,Essence,35.66,4/11/2017,21:53:50
Dennie,11862,The Feathers,11.66,4/11/2017,2:22:46
Joesph,13781,The Place,33.11,4/11/2017,0:23:52
Ximena,14293,Broome's,31.91,4/11/2017,21:16:17
Llewellyn,14384,Talon Bar,30.25,4/11/2017,17:48:06
Bailey,16036,The Bannered Mare,26.51,4/11/2017,0:19:32
Reagan,17094,Palace Saloon,7.37,4/11/2017,0:48:15
Brianna,18046,The Mucky Duck,50.12,4/11/2017,21:10:54
Ashleigh,18211,Lucky Lockup,38.95,4/11/2017,4:29:07
Genevieve,18357,Bodarks Bus Stop Restaurant,35.83,4/11/2017,17:25:57
Monroe,19291,Windpeak Inn,24.72,4/11/2017,0:59:48
Orange,20184,Joe's,42.55,4/11/2017,1:37:05
India,20895,The Feathers,16.48,4/11/2017,3:40:24
Rachael,21378,The Orange Tree,4.09,4/11/2017,0:35:40
Hailee,21644,The Maidenhead,36.97,4/11/2017,20:32:20
Mitchel,21807,The Winchester Club,25.22,4/11/2017,17:57:13
Nick,21883,The Drunken Clam,50.79,4/11/2017,2:58:02
Erwin,24017,Rovers Return Inn,33.03,4/11/2017,0:28:07
Bertha,24934,Tabard,34.13,4/11/2017,0:14:36
Brandy,25386,Noah's Bar,33.69,4/11/2017,19:20:28
Isabella,26822,Dal Riata,21.7,4/11/2017,21:36:33
Jordin,26920,The Silver Dollar Saloon,8.05,4/11/2017,16:15:12
Thurman,27845,The Ballroom,35.15,4/11/2017,0:16:29
Regan,28601,The Spotted Dog,18.97,4/11/2017,0:32:59
Neal,28777,The Pilgrim's Rest,36.84,4/11/2017,14:13:39
Sydnee,29751,The Pool Hall,28.21,4/11/2017,15:54:40
Abby,30300,Lusty Leopard,31.6,4/11/2017,23:45:08
Antonia,31596,Copa,26.98,4/11/2017,0:37:29
Edith,31616,The Bull,5.85,4/11/2017,0:09:09
Josh,31873,The Earl Of Osbourne,19.76,4/11/2017,0:02:14
Barnett,31952,Copa,10.61,4/11/2017,2:17:44
Madilynn,32812,Colonial Taphouse,7.98,4/11/2017,22:59:45
Aloysius,33119,Dagmar,34.95,4/11/2017,19:29:40
Anabelle,33818,Duke's Pub,4.2,4/11/2017,13:04:08
Emmy,34121,The Moon Under Water,13.11,4/11/2017,11:54:38
Jillian,38217,The Winchester Club,13.39,4/11/2017,1:18:54
Parker,38780,The Armada Room,19.42,4/11/2017,1:35:24
Hazel,38908,Kelcy's,11.8,4/11/2017,1:17:09
Regan,39140,The Brick,23.46,4/11/2017,0:31:52
Dennis,39797,Central Perk,12.16,4/11/2017,4:39:46
Wilbur,40071,The Tropicana,9.37,4/11/2017,21:25:08
Dock,40167,McAnally's,14.73,4/11/2017,12:59:20
Woodie,41438,Copa,23.91,4/11/2017,2:26:00
Autumn,41590,John McRory's Place,3.64,4/11/2017,12:33:25
Weldon,42042,The Queen Victoria,20.5,4/11/2017,1:25:08
Kristen,42983,The Winchester Club,35.61,4/11/2017,17:55:26
Isla,43472,The Pool Hall,20.78,4/11/2017,14:34:27
Rollo,44564,Korova Milk Bar,20.34,4/11/2017,20:47:47
Hayden,44946,Essence,34.9,4/11/2017,10:42:10
Ellis,98,The Eolian,11.66,4/12/2017,1:44:37
Kimora,318,The Broken Stool,24.48,4/12/2017,0:56:03
Perley,895,Dead Man's Drink,24.96,4/12/2017,21:31:01
Edna,2347,The Winchester Tavern,20.64,4/12/2017,2:24:24
Louis,3681,Roulette,10.45,4/12/2017,15:31:28
Odie,3890,Snakehole Lounge,43.43,4/12/2017,0:11:49
Raegan,5186,Colonial Taphouse,25.52,4/12/2017,22:52:22
Jacquelyn,5992,Daddy Crab Leg's Crab Shack,26.87,4/12/2017,0:09:13
Noelle,6639,The Winchester Club,47.3,4/12/2017,16:30:52
Alayna,6849,Grilby's,17.22,4/12/2017,19:59:22
Morris,7733,The Mucky Duck,39.17,4/12/2017,22:09:45
Jasmine,8302,Salieri's Bar,31.59,4/12/2017,12:09:43
Charlee,8401,Cafe Rene,16.36,4/12/2017,17:56:00
Lexi,8834,The Rose & Crown,15.58,4/12/2017,19:05:12
Leland,9200,Copacabana,19.65,4/12/2017,1:35:37
Orrin,9261,"The Hand & Racquet, East Cheam",39.45,4/12/2017,0:13:59
Antonia,9623,The Queen Victoria,10.66,4/12/2017,11:27:39
Kate,10153,Porky's,12.41,4/12/2017,1:55:41
Paityn,10310,Kavanagh's Irish Pub,46.21,4/12/2017,19:34:58
Kasey,10961,Shooters,35.27,4/12/2017,16:55:09
Johana,11665,Salieri's Bar,28.88,4/12/2017,17:57:42
Alois,13317,The Pool Hall,12.76,4/12/2017,19:55:48
Neil,14710,"The Hand & Racquet, East Cheam",7.35,4/12/2017,22:11:20
Joyce,14881,Kadie's Club Pecos,38.33,4/12/2017,19:20:33
Arielle,15019,The Bull,26.79,4/12/2017,0:55:45
Cloyd,15745,Rick's Café Américain,8.78,4/12/2017,1:18:34
Elizabeth,16993,Daddy Crab Leg's Crab Shack,30.06,4/12/2017,18:05:07
Arden,17514,Mos Eisley Cantina,31.71,4/12/2017,19:29:14
Redden,18224,Callahan's Place,23.58,4/12/2017,2:52:38
Herman,20261,Founding Fathers,12.05,4/12/2017,23:58:02
Genesis,20629,The Globe and Anchor,30.17,4/12/2017,3:25:27
Skyler,21162,Mad Dog Saloon,46.05,4/12/2017,10:26:15
Ely,21608,Dagmar,38.7,4/12/2017,18:59:34
Meghan,22028,Tabard,11.6,4/12/2017,10:18:53
Lum,22136,The Butchers Arms,18.67,4/12/2017,21:27:20
Rolland,22510,The Cat & Fiddle,9.07,4/12/2017,2:49:48
Gillian,24699,Windpeak Inn,7.05,4/12/2017,16:52:07
Gideon,26651,The Bloated Float Inn,41.78,4/12/2017,2:51:22
Lauren,28673,Dead Man's Drink,13.59,4/12/2017,0:43:44
Oscar,28847,O'Malley's,16.86,4/12/2017,0:01:29
Rhiannon,28876,Samoan Joe's,15.51,4/12/2017,23:18:23
Howell,29532,The Old Pink Dog,6.06,4/12/2017,23:46:45
Jazmine,29909,Talon Bar,20.97,4/12/2017,0:01:24
Isidore,30422,Mancini's Family Restaurant,39.31,4/12/2017,0:50:51
Lilyana,30834,Rolliver's Inn,11.41,4/12/2017,0:03:30
Emely,32550,The Maidenhead,32.96,4/12/2017,1:07:08
Aleena,32981,The Leaky Cauldron,34.77,4/12/2017,9:07:15
Lafayette,35000,Mr. Pubbs,32.79,4/12/2017,23:51:09
Itzel,35806,The Pig and Whistle,11.91,4/12/2017,22:22:22
Erin,36499,The Ballroom,44.21,4/12/2017,19:53:21
Archer,38092,Kavanagh's Irish Pub,19.41,4/12/2017,1:06:13
Nayeli,38695,Kennedy's,11.05,4/12/2017,1:42:32
Haven,39067,The Lion and Unicorn,32.61,4/12/2017,14:09:54
Warner,39875,Mancini's Family Restaurant,36.52,4/12/2017,3:20:37
Sandra,40049,The Pilgrim's Rest,35.45,4/12/2017,1:35:49
Aylin,41429,MacLaren's Pub,2.02,4/12/2017,18:51:04
Nicole,41542,Rolliver's Inn,30.83,4/12/2017,1:42:08
Desirae,41591,The Plumbers Arms,15.48,4/12/2017,18:56:58
Helena,43718,P3,9.7,4/12/2017,0:53:16
